번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
677,138040,메리츠금융지주,116409,기타 금융업,"134,011,294","71,442,909,000","500",원(KRW),02-2018-6824,서울특별시 강남구  강남대로 382 ,2410
678,008560,메리츠증권,116601,금융 지원 서비스업,"675,961,727","675,961,727,000","1,000",원(KRW),02-785-6611,"서울특별시 영등포구 국제금융로 10 Three IFC, 메리츠종금증권",2410
679,000060,메리츠화재,116501,보험업,"120,625,000","60,312,500,000","500",원(KRW),02-1566-7711,서울특별시 강남구  강남대로 382 메리츠타워,2410
680,021880,메이슨캐피탈,116409,기타 금융업,"99,184,408","49,592,204,000","500",원(KRW),02-3440-1600,전라북도 전주시 완산구 기린대로 213 대우빌딩 14층 12호 ,2410
681,140410,메지온,137001,자연과학 및 공학 연구개발업,"8,892,706","4,446,353,000","500",원(KRW),02-560-8000,서울특별시 강남구 삼성로 570 석천빌딩 7층 ,2410
682,241770,메카로,032004,기타 화학제품 제조업,"10,102,240","5,301,120,000","500",원(KRW),031-646-4400,경기도 평택시 산단로121번길 89 (주)메카로 ,2410
683,090370,메타랩스,031401,봉제의복 제조업,"63,689,937","31,844,968,500","500",원(KRW),02-2189-7700,서울특별시 강남구 언주로 428(역삼동) ,2410
684,059210,메타바이오메드,032103,의료용품 및 기타 의약 관련제품 제조업,"23,862,351","11,931,175,500","500",원(KRW),043-218-1981,충청북도 청주시 흥덕구  오송읍 오송생명1로 270 ,2410
685,327260,메탈라이프,032602,전자부품 제조업,"3,596,588","1,798,294,000","500",원(KRW),031-499-2817,"경기도 안산시 단원구 강촌로 213, 215(목내동) .",2410
686,058110,멕아이씨에스,032701,의료용 기기 제조업,"6,989,265","3,494,632,500","500",원(KRW),070-7119-2500,경기도 파주시 상지석길 21 ,2410
687,096640,멜파스,032602,전자부품 제조업,"33,571,393","16,785,696,500","500",원(KRW),031-707-2280,경기도 성남시 분당구 판교역로 225-14 ,2410
688,017180,명문제약,032102,의약품 제조업,"33,953,454","16,976,727,000","500",원(KRW),031-350-4000,경기도 화성시  향남읍 제약공단2길 26 ,2410
689,257370,명성티엔에스,032902,특수 목적용 기계 제조업,"6,440,809","3,220,404,500","500",원(KRW),053-582-3577,대구광역시 달서구 성서공단로25길 16 &nbsp,2410
690,009900,명신산업,033003,자동차 신품 부품 제조업,"40,779,120","20,389,560,000","500",원(KRW),054-746-2665,경상북도 경주시 천북면 천북산단로 91 ,2410
691,267060,명진홀딩스,031002,수산물 가공 및 저장 처리업,"8,812,359","4,406,179,500","500",원(KRW),070-7561-9468,서울특별시 서초구 서초중앙로 41대성빌딩 9층 ,2410
692,012690,모나리자,031709,기타 종이 및 판지 제품 제조업,"36,571,255","18,885,627,500","500",원(KRW),02-829-8800,서울특별시 동작구  보라매로5길 15 전문건설회관빌딩 21층 (주)모나리자,2410
693,005360,모나미,074604,생활용품 도매업,"18,897,307","18,897,307,000","1,000",원(KRW),031-216-0153,"경기도 용인시 수지구  손곡로 17 (동천동, 모나미빌딩)",2410
694,080420,모다이노칩,074704,"섬유, 의복, 신발 및 가죽제품 소매업","79,721,622","39,860,811,000","500",원(KRW),031-315-7250,경기도 안산시 단원구  동산로27번길 42-7 이노칩테크놀러지(주) ,2410
695,080160,모두투어,147502,여행사 및 기타 여행보조 서비스업,"18,900,000","9,450,000,000","500",원(KRW),02-728-8000,서울특별시 중구  을지로 16 프레지던트호텔 5층 모두투어네트워크,2410
696,204210,모두투어리츠,126801,부동산 임대 및 공급업,"7,826,815","39,134,075,000","5,000",원(KRW),02-6253-5911,"서울특별시 중구 퇴계로 173 12층(충무로3가, 남산스퀘어)",2410
697,100030,모바일리더,105802,소프트웨어 개발 및 공급업,"3,283,714","1,641,857,000","500",원(KRW),02-2051-4151,서울특별시 강남구 테헤란로 131 16층 ,2410
698,087260,모바일어플라이언스,105802,소프트웨어 개발 및 공급업,"32,462,446","16,231,223,000","500",원(KRW),031-421-8071,경기도 안양시 동안구 시민대로 401 ,2410
699,101330,모베이스,032604,통신 및 방송 장비 제조업,"23,958,188","11,979,094,000","500",원(KRW),032-529-4200,경기도 화성시 동탄첨단산업1로 73 (영천동) ,2410
700,012860,모베이스전자,033003,자동차 신품 부품 제조업,"54,476,780","27,238,390,000","500",원(KRW),031-5174-3000,경기도 수원시 권선구 산업로156번길 100 (고색동) ,2410
701,250060,모비스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","32,171,314","3,217,131,400","100",원(KRW),02-3771-3423,경기도 성남시 분당구 판교로 253 이노밸리C동 2층 203호,2410
702,033200,모아텍,032602,전자부품 제조업,"14,331,185","7,665,592,500","500",원(KRW),032-810-9000,인천광역시 남동구  인주대로 698 (주)모아텍 ,2410
703,009680,모토닉,033003,자동차 신품 부품 제조업,"33,000,000","16,500,000,000","500",원(KRW),053-589-6262,"서울특별시 중구 청계천로 100 동관 9층(수표동, 시그니쳐타워)",2410
704,118990,모트렉스,033003,자동차 신품 부품 제조업,"39,001,039","3,900,103,900","100",원(KRW),070-4862-6100,경기도 성남시 분당구 황새울로258번길 25 서영빌딩 12층 ,2410
705,006920,모헨즈,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","10,920,000","5,460,000,000","500",원(KRW),02  -571 -3011,충남 충남시 풍세면 남관리 195 ,2410
706,009580,무림P&P,031701,"펄프, 종이 및 판지 제조업","62,368,324","155,920,810,000","2,500",원(KRW),052-231-7000,울산광역시 울주군 온산읍 우봉강양로 3-36 -,2410
707,001810,무림SP,031701,"펄프, 종이 및 판지 제조업","22,137,500","11,068,750,000","500",원(KRW),02  -3485-1603,서울특별시 강남구  강남대로 656 (신사동) ,2410
708,009200,무림페이퍼,031701,"펄프, 종이 및 판지 제조업","41,609,310","104,023,275,000","2,500",원(KRW),055-751-1234,경상남도 진주시  남강로 1003 (상평동),2410
709,322970,무진메디,137001,자연과학 및 공학 연구개발업,"6,743,378","3,371,689,000","500",원(KRW),031-628-6886,"경기도 성남시 분당구 대왕판교로 700, 코리아바이오파크 C동 803호 ",2410
710,033920,무학,031101,알코올음료 제조업,"28,500,000","5,700,000,000","200",원(KRW),1588-2226,경상남도 창원시 마산회원구  봉암공단2길 6 ,2410
711,008420,문배철강,032401,1차 철강 제조업,"20,503,505","10,251,752,500","500",원(KRW),02-758-6640,서울특별시 동작구 동작대로 35 - ,2410
712,279600,미디어젠,105802,소프트웨어 개발 및 공급업,"4,638,281","2,319,140,500","500",원(KRW),02-6429-7171,경기도 성남시 분당구 성남대로331번길 8 킨스타워(정자동) 11층 1103호실 ,2410
713,028040,미래SCI,074601,상품 중개업,"44,979,502","22,489,751,000","500",원(KRW),043-710-0112,충북 청원군 옥산면 남촌리 1108-3 ,2410
714,095500,미래나노텍,032202,플라스틱제품 제조업,"25,658,316","12,829,158,000","500",원(KRW),043-710-1100,충청북도 청원군  옥산면 과학산업1로 16 미래나노텍(주),2410
715,025560,미래산업,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","18,662,929","1,866,292,900","100",원(KRW),041-621-5070,충청남도 천안시 서북구 백석공단7로 65 (백석동),2410
716,218150,미래생명자원,031008,동물용 사료 및 조제식품 제조업,"18,671,428","1,867,142,800","100",원(KRW),02-2203-7397,"서울특별시 송파구 법원로9길 26 D동 506 ~ 512호(문정동, H business PARK)",2410
717,007120,미래아이앤지,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","129,484,148","12,948,414,800","100",원(KRW),02-3470-4400,서울특별시 강남구 도산대로 514 청담동,2410
718,006800,미래에셋대우,116601,금융 지원 서비스업,"645,316,408","4,101,960,790,000","5,000",원(KRW),02-768-3355,서울특별시 중구 을지로5길 26 미래에셋 센터원빌딩 이스트타워,2410
719,353490,미래에셋대우스팩 5호,116601,금융 지원 서비스업,"5,060,000","506,000,000","100",원(KRW),02-3774-7312,서울특별시 중구 을지로5길 26 미래에셋 센터원(Mirae Asset CENTER1) ,2410
720,328380,미래에셋대우스팩3호,116601,금융 지원 서비스업,"6,482,000","648,200,000","100",원(KRW),02-3774-8388,"서울특별시 중구 을지로5길 26(수하동, 미래에셋 센터원빌딩 이스트타워) &nbsp;",2410
721,333430,미래에셋대우스팩4호,116601,금융 지원 서비스업,"4,390,000","439,000,000","100",원(KRW),02-3774-3762,"서울특별시 중구 을지로5길 26(수하동, 미래에셋센터원 이스트타워) ",2410
722,357250,미래에셋맵스리츠,126801,부동산 임대 및 공급업,"20,100,000","20,100,000,000","1,000",원(KRW),1577-1640,서울특별시 종로구 종로 33 그랑서울 ,2410
723,100790,미래에셋벤처투자,116409,기타 금융업,"46,000,823","46,500,823,000","1,000",원(KRW),070-4800-2104,경기도 성남시 분당구 판교역로241번길 20 ,2410
724,085620,미래에셋생명,116501,보험업,"177,016,189","885,080,945,000","5,000",원(KRW),02-1588-0220,서울특별시 영등포구 국제금융로 56 미래에셋대우빌딩 ,2410
725,208890,미래엔에듀파트너,168507,교육지원 서비스업,"3,150,820","3,150,820,000","1,000",원(KRW),02-6337-5500,서울특별시 용산구 한남대로11길 12 고뫄스빌딩 6층,2410
726,049950,미래컴퍼니,032902,특수 목적용 기계 제조업,"8,362,306","4,181,153,000","500",원(KRW),(031)350-9801,경기도 화성시  양감면 정문송산로 69-12 ,2410
727,213090,미래테크놀로지,105802,소프트웨어 개발 및 공급업,"6,120,788","3,060,394,000","500",원(KRW),070-8890-1537,서울특별시 구로구 디지털로26길 123 지플러스코오롱디지털타워 907호,2410
728,207760,미스터블루,106309,기타 정보 서비스업,"24,746,635","2,474,663,500","100",원(KRW),02-337-0610,"서울특별시 마포구 월드컵북로6길 18 (동교동, 미스터블루빌딩)",2410
729,225850,미애부,074604,생활용품 도매업,"3,332,333","1,666,166,500","500",원(KRW),1577-1401,서울특별시 서초구 헌릉로 176 601호 (내곡동),2410
730,002840,미원상사,032004,기타 화학제품 제조업,"4,970,000","6,661,780,000","500",원(KRW),031-472-9120,경기도 안산시 단원구  원시로 49 (목내동) ,2410
731,268280,미원에스씨,032001,기초 화학물질 제조업,"5,100,000","2,633,945,500","500",원(KRW),063-260-1500,전라북도 완주군 봉동읍 완주산단1로 167 ,2410
732,107590,미원홀딩스,116409,기타 금융업,"2,320,000","1,315,887,000","500",원(KRW),031-479-9313,경기도 용인시 수지구 포은대로59번길 20 -,2410
733,134380,미원화학,032004,기타 화학제품 제조업,"2,199,268","2,404,080,000","1,000",원(KRW),031-479-9200,울산광역시 남구  장생포로 247 ,2410
734,003650,미창석유공업,031902,석유 정제품 제조업,"1,739,672","8,698,360,000","5,000",원(KRW),051-403-6441,부산광역시 영도구 해양로 241 미창석유 ,2410
735,059090,미코,032601,반도체 제조업,"31,316,603","15,658,301,500","500",원(KRW),031-610-7967,경기도 안성시 대덕면 모산로 53 - ,2410
736,214610,미코바이오메드,032701,의료용 기기 제조업,"18,151,744","9,075,872,000","500",원(KRW),070-5227-6000,"경기도 성남시 수정구 창업로 54 가동 3층, 4층 ",2410
737,201490,미투온,105802,소프트웨어 개발 및 공급업,"31,257,770","15,628,885,000","500",원(KRW),02-515-2864,서울특별시 강남구 학동로 343 더피나클강남 6층 ,2410
738,950190,미투젠,105802,소프트웨어 개발 및 공급업,"13,452,425","0","0",홍콩달러(HKD),02-6004-3329,"Flat A,31/F, Montery Plaza, 15 Chong Yip Street, Kowloon, Hongkong ",2410
739,214180,민앤지,106309,기타 정보 서비스업,"12,362,476","6,341,238,000","500",원(KRW),02-929-4463,서울특별시 강남구 테헤란로34길 6 태광타워 13층 ,2410
740,155900,바다로19호,147601,운송장비 임대업,"15,200,004","76,000,020,000","5,000",원(KRW),02-3210-3333,"제주특별자치도 제주시 연삼로 473 (이도이동,산업경제진흥원) ",2410
741,206640,바디텍메드,032103,의료용품 및 기타 의약 관련제품 제조업,"23,486,560","23,486,560,000","1,000",원(KRW),02-2004-4938,강원도 춘천시 동내면 거두단지1길 43 -,2410
742,018700,바른손,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","29,471,487","29,471,487,000","1,000",원(KRW),02  -596-4411,"경기도 수원시 영통구 대학3로 1 5층 (이의동, 광교K타워)",2410
743,035620,바른손이앤에이,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","73,488,503","36,744,251,500","500",원(KRW),070-7609-1404,서울특별시 용산구 한남대로 130 볼보빌딩 3층 ,2410
744,064520,바른전자,032601,반도체 제조업,"73,686,477","36,843,238,500","500",원(KRW),031-8020-6000,경기도 화성시  동탄면 경기동로 548 ,2410
745,053030,바이넥스,032102,의약품 제조업,"31,751,048","15,875,524,000","500",원(KRW),(051)261-6611,부산광역시 사하구 다대로 368-3 ,2410
746,301300,바이브컴퍼니,105802,소프트웨어 개발 및 공급업,"5,394,170","2,697,085,000","500",원(KRW),02-565-0531,서울특별시 용산구 독서당로 97 (한남동) ,2410
747,064550,바이오니아,032103,의료용품 및 기타 의약 관련제품 제조업,"25,132,038","12,566,019,000","500",원(KRW),042-936-8500,대전광역시 대덕구  문평서로 8-11 (주)바이오니아 ,2410
748,208710,바이오로그디바이스,032602,전자부품 제조업,"28,870,357","2,887,035,700","100",원(KRW),031-831-3696,"경기도 용인시 수지구 광교중앙로 338 (상현동, 광교우미뉴브) B동 6층 ",2410
749,142760,바이오리더스,137001,자연과학 및 공학 연구개발업,"27,412,216","13,706,108,000","500",원(KRW),042-934-7671,"경기도 용인시 수지구 신수로 767 7층 (동천동, 분당수지유타워 지식산업센터) ",2410
750,086820,바이오솔루션,032101,기초 의약물질 및 생물학적 제제 제조업,"8,091,426","4,045,713,000","500",원(KRW),02-3446-8884,"서울특별시 노원구 공릉로 232 8층 803호(공릉동, 서울테크노파크)",2410
751,038460,바이오스마트,032602,전자부품 제조업,"20,087,800","10,043,900,000","500",원(KRW),02-3218-9000,서울특별시 성동구 광나루로 172- ,2410
752,281310,바이오시네틱스,137001,자연과학 및 공학 연구개발업,"2,634,890","1,317,445,000","500",원(KRW),02-2113-1285,"서울특별시 금천구 가산디지털2로 184, 708호(가산동, 벽산디지털밸리 2차) ",2410
753,266470,바이오인프라생명과학,137001,자연과학 및 공학 연구개발업,"14,106,847","7,053,423,500","500",원(KRW),02-6271-0102,"서울특별시 종로구 대학로 49 7층(연건동, SGI빌딩)",2410
754,216400,바이오코아,137001,자연과학 및 공학 연구개발업,"7,711,315","3,855,657,500","500",원(KRW),02-2027-6200,서울특별시 금천구 디지털로9길 33 ,2410
755,086040,바이오톡스텍,137001,자연과학 및 공학 연구개발업,"14,625,123","7,312,561,500","500",원(KRW),043-210-7777,충청북도 청주시 청원구 오창읍 연구단지로 53 ,2410
756,199290,바이오프로테크,032701,의료용 기기 제조업,"3,266,800","1,633,400,000","500",원(KRW),033-735-7720,강원도 원주시 문막읍 동화공단로 151-3(동화첨단의료기기산업단지) ,2410
757,032980,바이온,074603,음·식료품 및 담배 도매업,"62,785,551","31,392,775,500","500",원(KRW),02-516-0720,충청북도 청주시 청원구 오창읍 화산여천길 63-32 2층(여천리) ,2410
758,222160,바이옵트로,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","5,637,326","2,818,663,000","500",원(KRW),031-8005-5155,경기도 용인시 기흥구 탑실로58번길 14 ,2410
759,043150,바텍,032701,의료용 기기 제조업,"14,854,256","7,427,128,000","500",원(KRW),031-679-2000,경기도 화성시  삼성1로2길 13(석우동) ,2410
760,323990,박셀바이오,137001,자연과학 및 공학 연구개발업,"7,523,000","3,761,500,000","500",원(KRW),061-373-0046,전라남도 화순군 화순읍 산단길 12-55 ,2410
761,003610,방림,031302,직물직조 및 직물제품 제조업,"42,314,090","21,157,045,000","500",원(KRW),02-2085-2114,서울특별시 마포구  월드컵북로 402 케이지아이티센터 18층,2410
762,267790,배럴,031401,봉제의복 제조업,"7,885,500","3,942,750,000","500",원(KRW),02-335-3176,"서울특별시 강남구 논현로 709, 4층(논현동, 로얄빌딩) ",2410
763,001340,백광산업,032001,기초 화학물질 제조업,"44,918,407","22,459,203,500","500",원(KRW),02-2681-0136,전라북도 군산시  임해로 494-16 ,2410
764,046310,백금T&A,032604,통신 및 방송 장비 제조업,"16,418,641","8,209,320,500","500",원(KRW),031-488-7900,"경기도 군포시 엘에스로 153-18(산본동) L&C타워 4,5,6층 ",2410
765,035150,백산,032202,플라스틱제품 제조업,"24,200,000","14,000,000,000","500",원(KRW),031-499-0044-9,경기도 시흥시 공단1대로27번길 47 ,2410
766,036620,버추얼텍,074607,기타 전문 도매업,"69,111,364","34,555,682,000","500",원(KRW),02  -333 -3012,"서울특별시 서초구 방배로 162 서울시 서초구 방배로 162, 4층(예광빌딩) ",2410
767,066410,버킷스튜디오,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","34,941,142","17,470,571,000","500",원(KRW),(02)3452-5079,서울특별시 강남구 언주로135길 21 - ,2410
768,002410,범양건영,064101,건물 건설업,"24,831,982","24,831,982,000","1,000",원(KRW),041-573-5631,"부산광역시 동구 초량중로 114 105동 비102호, 비104호(초량동, 범양레우스 센트럴베이)",2410
769,206400,베노홀딩스,105802,소프트웨어 개발 및 공급업,"22,238,261","11,119,130,500","500",원(KRW),02-3461-2150,서울특별시 강남구 언주로134길 4 IB타워 6층 ,2410
770,019010,베뉴지,074701,종합 소매업,"48,200,000","24,100,000,000","500",원(KRW),02-3665-0101,서울특별시 강남구 선릉로62길 15 ,2410
771,177350,베셀,032902,특수 목적용 기계 제조업,"11,192,368","5,596,184,000","500",원(KRW),031-683-3953,경기도 수원시 권선구 산업로155번길 281 -,2410
772,299910,베스파,105802,소프트웨어 개발 및 공급업,"8,071,688","4,035,844,000","500",원(KRW),02-6954-0889,"서울특별시 강남구 테헤란로83길 15, 제이엠빌딩 9층 &nbsp",2410
773,096300,베트남개발1,116402,신탁업 및 집합투자업,"137,680,211","57,825,688,620","0",원(KRW),02-2180-0647,서울특별시 영등포구 은행로 3 여의도동,2410
774,007210,벽산,032309,기타 비금속 광물제품 제조업,"68,560,000","34,280,000,000","500",원(KRW),02-2260-6114,"서울특별시 중구  퇴계로 307 광희동 1가, 광희빌딩",2410
775,225530,보광산업,032309,기타 비금속 광물제품 제조업,"36,338,727","18,169,363,500","500",원(KRW),053-384-0881,대구광역시 북구 유통단지로3길 40 &nbsp,2410
776,250000,보라티알,074603,음·식료품 및 담배 도매업,"6,750,733","3,375,366,500","500",원(KRW),02-538-3373,"서울특별시 강남구 학동로 506, 4층 (삼성동, 보라빌딩) &nbsp",2410
777,002760,보락,032004,기타 화학제품 제조업,"59,900,000","11,980,000,000","200",원(KRW),031-352-6455,경기도 화성시  양감면 초록로 720-37 ,2410
778,003850,보령제약,032102,의약품 제조업,"47,620,000","23,810,000,000","500",원(KRW),02-708-8000,서울 종로구 원남동 보령빌딩 66-21,2410
779,006910,보성파워텍,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","46,073,059","23,036,529,500","500",원(KRW),031 -491 -0311,충청북도 충주시 주덕읍 대창길 70 -,2410
780,000890,보해양조,031101,알코올음료 제조업,"127,449,373","63,724,686,500","500",원(KRW),061-243-3141,전라남도 목포시  호남로68번길 36 보해양조(주),2410
781,226340,본느,032004,기타 화학제품 제조업,"30,699,596","3,069,959,600","100",원(KRW),02-3787-2429,서울특별시 송파구 송파대로22길 5-15 -,2410
782,206950,볼빅,033303,운동 및 경기용구 제조업,"4,183,333","2,091,666,500","500",원(KRW),,충청북도 음성군 대소면 대금로 628 ,2410
783,003000,부광약품,032102,의약품 제조업,"64,837,978","33,289,457,500","500",원(KRW),02-828-8114,서울특별시 동작구  대방동1길 47 ,2410
784,001270,부국증권,116601,금융 지원 서비스업,"10,369,886","66,849,430,000","5,000",원(KRW),02-368-9200,서울 영등포구 여의도동 34-2,2410
785,026940,부국철강,032401,1차 철강 제조업,"20,000,000","10,000,000,000","500",원(KRW),062-954-3806,광주광역시 광산구 하남산단9번로 90 (안청동),2410
786,014470,부방,116409,기타 금융업,"60,052,260","30,026,130,000","500",원(KRW),02-2008-7272,서울특별시 강남구  삼성로 528 부방빌딩 ,2410
787,015350,부산도시가스,043502,연료용 가스 제조 및 배관공급업,"11,000,000","55,000,000,000","5,000",원(KRW),051-607-1178,부산광역시 수영구  황령대로 513 ,2410
788,011390,부산산업,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","1,056,000","5,280,000,000","5,000",원(KRW),051-315-8338,부산광역시 사상구 장인로 35 (감전동),2410
789,005030,부산주공,033003,자동차 신품 부품 제조업,"56,849,517","28,424,758,500","500",원(KRW),051-780-5980,부산광역시 기장군 장안읍 신소재산단1로 10 부산주공(주),2410
790,008470,부스타,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","8,404,800","4,202,400,000","500",원(KRW),043-536-9107,충청북도 진천군  이월면 고등2길 18 (주)부스타보일러 ,2410
791,100120,뷰웍스,032701,의료용 기기 제조업,"10,001,865","5,000,932,500","500",원(KRW),070-7011-6190,경기도 안양시 동안구 부림로 17041-3 ,2410
792,337930,브랜드엑스코퍼레이션,106309,기타 정보 서비스업,"19,062,968","9,531,484,000","500",원(KRW),02-6959-2362,"서울특별시 성동구 뚝섬로1길 63, 12층(성수동1가, 영창디지털타워) ",2410
793,066980,브레인콘텐츠,106309,기타 정보 서비스업,"177,418,281","88,709,140,500","500",원(KRW),02-2017-7933,서울특별시 강남구 테헤란로 325 어반벤치빌딩 14층 ,2410
794,064480,브리지텍,105802,소프트웨어 개발 및 공급업,"11,952,500","6,176,250,000","500",원(KRW),02-3430-4114,"서울특별시 영등포구 국제금융로2길 32 여의도파이낸스타워 17,18층 ",2410
795,288330,브릿지바이오,032101,기초 의약물질 및 생물학적 제제 제조업,"19,181,174","9,590,587,000","500",원(KRW),031-8092-3280,"경기도 성남시 분당구 판교로 255번길 58, 303호 (삼평동, 씨즈타워) ",2410
796,251630,브이원텍,032902,특수 목적용 기계 제조업,"15,050,580","7,525,290,000","500",원(KRW),031-607-5540,"경기도 성남시 분당구 대왕판교로 660, A-710 (삼평동, 유스페이스1) &nbsp",2410
797,018290,브이티지엠피,032603,컴퓨터 및 주변장치 제조업,"34,159,521","17,079,760,500","500",원(KRW),031 -943 -4600,경기도 파주시  산업단지길 139 (주)G.M.P ,2410
798,263920,블러썸엠앤씨,033309,그외 기타 제품 제조업,"13,723,172","6,861,586,000","500",원(KRW),032-722-3456,인천광역시 서구 원적로7번길 29 (주)에스엔피월드 ,2410
799,033560,블루콤,032605,영상 및 음향기기 제조업,"18,088,047","9,600,000,000","500",원(KRW),032-810-0500,인천광역시 연수구  벤처로 116 (주)블루콤 ,2410
800,126340,비나텍,032802,일차전지 및 축전지 제조업,"4,901,300","2,450,650,000","500",원(KRW),063-715-3020,전라북도 전주시 덕진구 운암로 15 &nbsp,2410
801,121800,비덴트,032604,통신 및 방송 장비 제조업,"45,502,014","22,751,007,000","500",원(KRW),070-8668-6611,"서울특별시 금천구  가산디지털1로 84 (가산동, 에이스하이엔드 8차 12층)",2410
802,148140,비디아이,032901,일반 목적용 기계 제조업,"20,379,605","10,189,802,500","500",원(KRW),02-2082-8890,경기도 화성시 팔탄면 서해로 1155 &nbsp,2410
803,082800,비보존 헬스케어,032601,반도체 제조업,"140,651,093","70,325,546,500","500",원(KRW),031-213-9200,경기도 용인시 처인구 남사면 삼인로 15 - ,2410
804,318410,비비씨,033309,그외 기타 제품 제조업,"5,403,683","2,701,841,500","500",원(KRW),042-932-9773,대전광역시 대덕구 대덕대로1448번길 210 ,2410
805,002070,비비안,031401,봉제의복 제조업,"26,735,890","13,367,945,000","500",원(KRW),02-3780-1114,서울특별시 용산구  서빙고로51길 52 ,2410
806,100220,비상교육,105801,"서적, 잡지 및 기타 인쇄물 출판업","12,996,741","6,498,370,500","500",원(KRW),154-4055-4,"서울특별시 구로구 디지털로 33길 48(구로동,대륭포스트타워7차19층) ",2410
807,200780,비씨월드제약,032102,의약품 제조업,"8,892,384","1,778,476,800","200",원(KRW),031-881-6800,경기도 여주시 가남읍 여주남로 872-23 ,2410
808,141000,비아트론,032902,특수 목적용 기계 제조업,"12,114,710","6,057,355,000","500",원(KRW),070-4016-3200,경기도 수원시 권선구 산업로155번길 139 (고색동),2410
809,090460,비에이치,032602,전자부품 제조업,"33,472,688","16,736,344,000","500",원(KRW),032-510-2000,인천광역시 부평구  평천로199번길 25 ,2410
810,083650,비에이치아이,032901,일반 목적용 기계 제조업,"26,000,000","13,000,000,000","500",원(KRW),055-585-3800,경상남도 함안군  군북면 장백로 122 ,2410
811,215050,비엔디생활건강,032004,기타 화학제품 제조업,"2,121,666","212,166,600","100",원(KRW),02-552-8481,충청북도 음성군 생극면 생극산단길 31(주)비엔디생활건강 ,2410
812,086670,비엠티,032901,일반 목적용 기계 제조업,"8,146,529","4,073,264,500","500",원(KRW),055-783-1000,경상남도 양산시  산막공단남11길 35 (주)BMT ,2410
813,335890,비올,032701,의료용 기기 제조업,"54,740,000","5,474,000,000","100",원(KRW),031-8017-7893,"경기도 성남시 분당구 판교로 744 분당테크노파크 C동 808호,809호",2410
814,138580,비즈니스온,105802,소프트웨어 개발 및 공급업,"11,376,440","5,688,220,000","500",원(KRW),02-559-0800,서울특별시 성동구 광나루로 172 3층 ,2410
815,082920,비츠로셀,032802,일차전지 및 축전지 제조업,"21,539,152","10,769,576,000","500",원(KRW),041-330-0236,충청남도 당진시 합덕읍 인더스파크로 70 - ,2410
816,054220,비츠로시스,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","21,559,978","10,779,989,000","500",원(KRW),(02)460-2000,서울특별시 서대문구 신촌역로 7 신촌푸르지오시티 3층 ,2410
817,042370,비츠로테크,116409,기타 금융업,"22,353,873","11,176,936,500","500",원(KRW),02  -4602-021,경기도 안산시 단원구  별망로 327 비츠로테크,2410
818,030790,비케이탑스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","13,071,541","6,535,770,500","500",원(KRW),02-3453-9789,"서울특별시 강남구 테헤란로 401 17층(삼성동, 남경센타)",2410
819,032850,비트컴퓨터,105802,소프트웨어 개발 및 공급업,"16,623,293","8,311,646,500","500",원(KRW),02  -3486-1234,서울특별시 서초구 서초대로74길 33 ,2410
820,148780,비플라이소프트,105802,소프트웨어 개발 및 공급업,"4,745,720","2,372,860,000","500",원(KRW),02-3487-0215,"서울특별시 광진구 강변역로 2, 6층(구의동, 광진우체국) ",2410
821,238200,비피도,031007,기타 식품 제조업,"4,090,000","2,045,000,000","500",원(KRW),033-435-4962,강원도 홍천군 홍천읍 농공단지길 23-16 ,2410
822,093190,빅솔론,032603,컴퓨터 및 주변장치 제조업,"19,238,905","9,619,452,500","500",원(KRW),031-218-5500,"경기도 성남시 분당구  판교역로241번길 20 삼평동, 미래에셋벤처타워 7층,8층",2410
823,065450,빅텍,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","28,652,800","5,730,560,000","200",원(KRW),(031)631-7301,경기도 이천시  마장면 덕이로 180-31 ,2410
824,210120,빅텐츠,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","1,895,000","947,500,000","500",원(KRW),02-786-2245,서울특별시 마포구 상암산로 7616층 일부 ,2410
825,352820,빅히트,105902,오디오물 출판 및 원판 녹음업,"35,623,760","17,811,880,000","500",원(KRW),02-3334-0105,서울특별시 강남구 테헤란로108길 42 2층,2410
826,005180,빙그레,031005,낙농제품 및 식용빙과류 제조업,"9,851,241","49,756,205,000","5,000",원(KRW),02-2022-6000,경기도 남양주시 미금로65번길 45 (도농동) (주)빙그레 ,2410
827,072950,빛샘전자,032602,전자부품 제조업,"6,000,000","3,000,000,000","500",원(KRW),031-288 -3420,경기도 용인시 기흥구  언동로 53-11 빛샘전자 (청덕동),2410
